yearG3,sex,county,Ndeaths,YLL,pop,YLLper,cRate,rateSE,rateLCI,rateUCI,aRate,aLCI,aUCI,aSE,causeName
2001-2003,Female,San Bernardino,198,2154,2717890,79.2527,7.28506,0.517727,6.27034,8.29979,8.94612,7.73796,10.2928,0.638733,Lymphomas and multiple myeloma
2001-2003,Female,Los Angeles,1209,8271,14764000,56.0213,8.18882,0.235509,7.72723,8.65041,8.84751,8.35472,9.36248,0.254997,Lymphomas and multiple myeloma
2001-2003,Female,Santa Clara,201,1350,2512500,53.7314,8.00001,0.564277,6.89405,9.10597,8.59129,7.44175,9.87244,0.607529,Lymphomas and multiple myeloma
2001-2003,Female,Alameda,105,1249,2242020,55.7086,4.68327,0.45704,3.78749,5.57905,4.76808,3.89492,5.78804,0.468081,Leukaemia
2001-2003,Female,San Bernardino,131,1837,2717890,67.5892,4.81992,0.421118,3.99454,5.64529,5.78351,4.8299,6.87487,0.508483,Leukaemia
2001-2003,Female,Orange,247,2691,4407390,61.0566,5.60423,0.356588,4.90532,6.30313,5.75336,5.05523,6.52446,0.367677,Leukaemia
2001-2003,Female,CALIFORNIA,2810,32995,52677200,62.6362,5.33437,0.100631,5.13714,5.53161,5.36852,5.1714,5.57145,0.101504,Leukaemia
2001-2003,Female,Sacramento,118,1376,1982310,69.4139,5.95265,0.54798500000000006,4.87861,7.02668,5.92086,4.89858,7.09938,0.546334,Leukaemia
2001-2003,Female,Los Angeles,737,9761,14764000,66.1134,4.99186,0.183878,4.63147,5.35226,5.30286,4.92591,5.70185,0.195845,Leukaemia
2001-2003,Female,Riverside,159,1663,2552500,65.1517,6.22918,0.494006,5.26094,7.19741,6.05964,5.15133,7.08803,0.482238,Leukaemia
2001-2003,Female,San Diego,225,2235,4341320,51.4821,5.18276,0.345517,4.50556,5.85996,5.09279,4.44675,5.80931,0.340768,Leukaemia
2001-2003,Female,Santa Clara,125,1494,2512500,59.4628,4.97513,0.444989,4.10297,5.84729,5.22337,4.34532,6.23234,0.468629,Leukaemia
2001-2003,Female,CALIFORNIA,8980,73151,52677200,138.866,17.0472,0.179893,16.6946,17.3998,17.2917,16.935,17.6541,0.182896,Other malignant neoplasms
2001-2003,Female,San Francisco,256,1649,1154790,142.796,22.1685,1.38553,19.4529,24.884,17.9037,15.7336,20.3872,1.14287,Other malignant neoplasms
2001-2003,Female,Orange,654,5079,4407390,115.238,14.8387,0.58024,13.7015,15.976,15.3078,14.152,16.536,0.601171,Other malignant neoplasms
2001-2003,Female,San Mateo,214,1549,1075490,144.028,19.8979,1.36019,17.232,22.5639,17.7834,15.4653,20.3914,1.22392,Other malignant neoplasms
2001-2003,Female,San Joaquin,156,1416,909152,155.75,17.1588,1.37381,14.4662,19.8515,17.8565,15.1546,20.9176,1.43503,Other malignant neoplasms
2001-2003,Female,Los Angeles,2236,19170,14764000,129.843,15.1449,0.320281,14.5172,15.7727,16.3572,15.6848,17.0517,0.346612,Other malignant neoplasms
2001-2003,Female,San Bernardino,418,4618,2717890,169.911,15.3796,0.75224,13.9052,16.8539,18.854,17.0822,20.763,0.92616,Other malignant neoplasms
2001-2003,Female,Santa Barbara,107,738,608744,121.233,17.5772,1.69925,14.2467,20.9076,15.0527,12.2946,18.2996,1.47861,Other malignant neoplasms
2001-2003,Female,Tulare,113,824,572665,143.889,19.7323,1.85626,16.0941,23.3705,22.4801,18.5203,27.0505,2.11841,Other malignant neoplasms
2001-2003,Female,Riverside,372,3400,2552500,133.203,14.5739,0.755623,13.0929,16.0549,14.4172,12.9844,15.97,0.750085,Other malignant neoplasms
2001-2003,Female,Kern,183,1796,1016740,176.643,17.9987,1.3305,15.3909,20.6064,20.9467,18.0171,24.2224,1.55097,Other malignant neoplasms
2001-2003,Female,Stanislaus,138,1201,720264,166.744,19.1596,1.63098,15.963,22.3563,20.1088,16.8842,23.7856,1.71718,Other malignant neoplasms
2001-2003,Female,Sonoma,154,1197,711626,168.206,21.6406,1.74385,18.2227,25.0585,18.121,15.3224,21.3392,1.48776,Other malignant neoplasms
2001-2003,Female,Alameda,396,3080,2242020,137.376,17.6626,0.88758,15.923,19.4022,17.882,16.1554,19.7519,0.903207,Other malignant neoplasms
2001-2003,Female,Ventura,219,1761,1173770,150.03,18.6579,1.26078,16.1868,21.129,19.1277,16.6691,21.8595,1.29746,Other malignant neoplasms
2001-2003,Female,Contra Costa,309,2215,1506060,147.073,20.5172,1.16718,18.2295,22.8048,18.9881,16.9191,21.2583,1.08591,Other malignant neoplasms
2001-2003,Female,San Diego,758,5940,4341320,136.825,17.4601,0.634181,16.2172,18.7031,17.2237,16.0147,18.5025,0.62799,Other malignant neoplasms
2001-2003,Female,Sacramento,398,3463,1982310,174.695,20.0776,1.0064,18.1051,22.0501,20.1706,18.233,22.263,1.01345,Other malignant neoplasms
2001-2003,Female,Solano,106,908,607309,149.512,17.454,1.69529,14.1313,20.7767,18.6612,15.2696,22.5992,1.81741,Other malignant neoplasms
2001-2003,Female,Fresno,181,1549,1244390,124.479,14.5453,1.08114,12.4263,16.6643,15.9575,13.7096,18.4784,1.19042,Other malignant neoplasms
2001-2003,Female,Santa Clara,392,3199,2512500,127.324,15.602,0.78802,14.0575,17.1465,16.6232,15.0145,18.362,0.841584,Other malignant neoplasms
2001-2003,Female,San Francisco,466,1444,1154790,125.044,40.3535,1.86934,36.6897,44.0174,29.9553,27.2557,32.9517,1.40972,Hypertensive heart disease
2001-2003,Female,Los Angeles,2748,10937,14764000,74.0787,18.6128,0.355061,17.9169,19.3087,19.4908,18.7673,20.236,0.372612,Hypertensive heart disease
2001-2003,Female,Riverside,677,4117,2552500,161.293,26.523,1.01936,24.5251,28.5209,26.7195,24.7376,28.822,1.03054,Hypertensive heart disease
2001-2003,Female,San Joaquin,189,854,909152,93.9337,20.7886,1.51215,17.8248,23.7524,20.7148,17.8539,23.9255,1.5138,Hypertensive heart disease
2001-2003,Female,CALIFORNIA,11241,39931,52677200,75.8032,21.3394,0.20127,20.9449,21.7339,20.7998,20.4161,21.1893,0.19671,Hypertensive heart disease
2001-2003,Female,Orange,664,1256,4407390,28.4976,15.0656,0.584659,13.9197,16.2115,14.5961,13.5013,15.7608,0.569398,Hypertensive heart disease
2001-2003,Female,Stanislaus,247,740,720264,102.74,34.293,2.18201,30.0163,38.5696,33.9114,29.7922,38.465,2.16951,Hypertensive heart disease
2001-2003,Female,Alameda,579,2742,2242020,122.3,25.8249,1.07325,23.7214,27.9284,25.3628,23.3271,27.539,1.06027,Hypertensive heart disease
2001-2003,Female,San Bernardino,710,4015,2717890,147.725,26.1232,0.980386,24.2017,28.0447,32.9809,30.5944,35.506,1.24029,Hypertensive heart disease
2001-2003,Female,San Luis Obispo,102,214,370411,57.7737,27.537,2.72657,22.193,32.881,19.0476,15.5044,23.4137,1.90107,Hypertensive heart disease
2001-2003,Female,San Mateo,246,616,1075490,57.2763,22.8733,1.45835,20.015,25.7316,18.8175,16.5258,21.3863,1.20708,Hypertensive heart disease
2001-2003,Female,Sacramento,443,2035,1982310,102.658,22.3476,1.06177,20.2666,24.4287,21.382,19.4319,23.4823,1.01864,Hypertensive heart disease
2001-2003,Female,Tulare,114,318,572665,55.5298,19.9069,1.86445,16.2527,23.5612,22.0448,18.1779,26.5123,2.06825,Hypertensive heart disease
2001-2003,Female,Contra Costa,361,1591,1506060,105.64,23.9699,1.26157,21.4973,26.4425,21.2988,19.1453,23.649,1.12792,Hypertensive heart disease
2001-2003,Female,Fresno,302,805,1244390,64.6903,24.2689,1.39652,21.5318,27.006,24.9826,22.2327,27.9938,1.44375,Hypertensive heart disease
2001-2003,Female,Sonoma,177,198,711626,27.8236,24.8726,1.86954,21.2084,28.5368,17.5659,15.0294,20.4879,1.34456,Hypertensive heart disease
2001-2003,Female,Ventura,182,414,1173770,35.2711,15.5056,1.14935,13.253,17.7583,14.8526,12.7632,17.2059,1.10639,Hypertensive heart disease
2001-2003,Female,Santa Clara,494,1170,2512500,46.5672,19.6617,0.884622,17.9279,21.3955,20.701,18.9127,22.618,0.932907,Hypertensive heart disease
2001-2003,Female,San Diego,886,2140,4341320,49.2938,20.4086,0.685639,19.0647,21.7524,19.014,17.7787,20.3166,0.640746,Hypertensive heart disease
2001-2003,Female,Solano,134,430,607309,70.8042,22.0646,1.90609,18.3287,25.8004,23.9508,20.0637,28.386,2.07113,Hypertensive heart disease
2001-2003,Female,Santa Barbara,194,545,608744,89.5286,31.8689,2.28805,27.3844,36.3534,25.4749,21.9594,29.4564,1.86013,Hypertensive heart disease
2001-2003,Female,Kern,188,985,1016740,96.8781,18.4904,1.34855,15.8473,21.1335,21.8779,18.8607,25.2439,1.5964,Hypertensive heart disease
2001-2003,Female,San Francisco,1739,2470,1154790,213.891,150.59,3.61115,143.512,157.667,105.428,100.468,110.67,2.56094,Ischaemic heart disease
2001-2003,Female,Riverside,4688,10083,2552500,395.024,183.663,2.68242,178.405,188.92,183.486,178.251,188.839,2.68975,Ischaemic heart disease
2001-2003,Female,Siskiyou,108,230,67548,340.499,159.886,15.3851,129.732,190.04,100.577,82.4695,123.8,9.69794,Ischaemic heart disease
2001-2003,Female,Los Angeles,23667,50036,14764000,338.905,160.302,1.042,158.26,162.344,167.874,165.737,170.033,1.09367,Ischaemic heart disease
2001-2003,Female,Lake,207,565,92157,613.084,224.617,15.6119,194.018,255.216,146.941,127.547,169.59,10.2447,Ischaemic heart disease
2001-2003,Female,Placer,636,1223,424892,287.838,149.685,5.9354,138.052,161.318,118.848,109.762,128.589,4.72758,Ischaemic heart disease
2001-2003,Female,Alameda,2797,6078,2242020,271.094,124.753,2.35888,120.13,129.377,120.696,116.238,125.293,2.29591,Ischaemic heart disease
2001-2003,Female,Tulare,755,1917,572665,334.751,131.84,4.79814,122.436,141.244,145.644,135.42,156.456,5.31105,Ischaemic heart disease
2001-2003,Female,San Joaquin,1495,3692,909152,406.093,164.439,4.25289,156.103,172.774,161.214,153.104,169.664,4.19069,Ischaemic heart disease
2001-2003,Female,Kings,151,398,173058,229.981,87.254,7.10063,73.337,101.171,108.477,91.824,127.344,8.85036,Ischaemic heart disease
2001-2003,Female,San Mateo,1256,1751,1075490,162.81,116.784,3.29525,110.326,123.243,95.0341,89.8244,100.513,2.69518,Ischaemic heart disease
2001-2003,Female,Tehama,146,268,86908,308.372,167.994,13.9033,140.744,195.244,124.495,105.091,147.279,10.3197,Ischaemic heart disease
2001-2003,Female,Nevada,258,341,143717,237.272,179.519,11.1764,157.614,201.425,115.127,101.457,131.051,7.19433,Ischaemic heart disease
2001-2003,Female,Calaveras,132,286,63583,449.806,207.603,18.0695,172.187,243.018,146.936,122.894,176.602,12.8149,Ischaemic heart disease
2001-2003,Female,El Dorado,288,518,247280,209.479,116.467,6.86289,103.016,129.918,109.466,97.1761,123.116,6.45654,Ischaemic heart disease
2001-2003,Female,Imperial,217,482,212712,226.597,102.016,6.92529,88.4426,115.589,135.131,117.388,154.959,9.37074,Ischaemic heart disease
2001-2003,Female,Marin,552,569,375978,151.339,146.817,6.24895,134.569,159.065,98.0276,89.8972,107.012,4.23746,Ischaemic heart disease
2001-2003,Female,Yolo,244,483,274773,175.781,88.8006,5.68487,77.6584,99.9427,99.9708,87.7454,113.521,6.44036,Ischaemic heart disease
2001-2003,Female,Sacramento,3068,7782,1982310,392.572,154.769,2.79419,149.292,160.245,147.009,141.838,152.328,2.66185,Ischaemic heart disease
2001-2003,Female,Shasta,470,1103,259780,424.59,180.922,8.34532,164.566,197.279,127.391,116.065,139.819,5.91228,Ischaemic heart disease
2001-2003,Female,Contra Costa,1939,3451,1506060,229.142,128.747,2.9238,123.016,134.478,113.262,108.244,118.473,2.58894,Ischaemic heart disease
2001-2003,Female,San Luis Obispo,532,753,370411,203.288,143.624,6.2269,131.42,155.829,98.0988,89.8776,107.094,4.28578,Ischaemic heart disease
2001-2003,Female,Sonoma,1038,1481,711626,208.115,145.863,4.52738,136.99,154.737,105.564,99.1248,112.382,3.33688,Ischaemic heart disease
2001-2003,Female,Madera,271,593,201628,294.106,134.406,8.16458,118.404,150.408,154.456,136.603,174.007,9.38762,Ischaemic heart disease
2001-2003,Female,Yuba,126,419,93381,448.699,134.931,12.0206,111.371,158.491,151.085,125.837,179.978,13.4715,Ischaemic heart disease
2001-2003,Female,Santa Barbara,826,978,608744,160.659,135.689,4.72123,126.436,144.943,102.917,95.9285,110.347,3.62786,Ischaemic heart disease
2001-2003,Female,Solano,672,1913,607309,314.996,110.652,4.2685,102.286,119.018,120.245,111.315,129.714,4.64344,Ischaemic heart disease
2001-2003,Female,Orange,6528,10056,4407390,228.162,148.115,1.8332,144.522,151.708,144.477,140.976,148.048,1.79739,Ischaemic heart disease
2001-2003,Female,Santa Cruz,482,500,384382,130.079,125.396,5.71164,114.201,136.591,111.27,101.36,121.992,5.17367,Ischaemic heart disease
2001-2003,Female,Mendocino,194,476,131593,361.721,147.424,10.5844,126.679,168.169,108.743,93.878,125.78,7.86238,Ischaemic heart disease
2001-2003,Female,Stanislaus,1391,2994,720264,415.681,193.124,5.17812,182.975,203.273,190.672,180.733,201.037,5.13819,Ischaemic heart disease
2001-2003,Female,Fresno,1757,4316,1244390,346.836,141.194,3.36844,134.592,147.796,145.669,138.907,152.688,3.49041,Ischaemic heart disease
2001-2003,Female,Merced,411,972,334754,290.362,122.777,6.05613,110.907,134.647,142.829,129.338,157.365,7.05344,Ischaemic heart disease
2001-2003,Female,CALIFORNIA,77422,157391,52677200,298.784,146.974,0.528213,145.939,148.01,142.741,141.734,143.753,0.514414,Ischaemic heart disease
2001-2003,Female,Ventura,1486,2495,1173770,212.564,126.601,3.28419,120.164,133.038,121.358,115.234,127.741,3.16458,Ischaemic heart disease
2001-2003,Female,San Bernardino,3843,9905,2717890,364.437,141.396,2.28088,136.926,145.867,181.713,176.008,187.557,2.9336700000000002,Ischaemic heart disease
2001-2003,Female,San Diego,5806,10486,4341320,241.54,133.738,1.75516,130.298,137.178,125.021,121.815,128.293,1.64617,Ischaemic heart disease
2001-2003,Female,Santa Clara,2511,4008,2512500,159.523,99.9404,1.99443,96.0314,103.849,105.29,101.205,109.503,2.10459,Ischaemic heart disease
2001-2003,Female,Tuolumne,161,412,79197,520.222,203.291,16.0215,171.889,234.692,124.035,105.535,146.671,9.81948,Ischaemic heart disease
2001-2003,Female,Sutter,229,489,124342,393.27,184.169,12.1703,160.316,208.023,158.232,138.293,180.455,10.515,Ischaemic heart disease
2001-2003,Female,Humboldt,225,565,194371,290.681,115.758,7.7172,100.633,130.883,92.8626,81,106.272,6.25873,Ischaemic heart disease
2001-2003,Female,Napa,344,472,192184,245.598,178.995,9.65077,160.08,197.91,112.702,100.83,125.915,6.22505,Ischaemic heart disease
2001-2003,Female,Kern,1891,5420,1016740,533.075,185.986,4.27696,177.604,194.369,221.576,211.698,231.799,5.09686,Ischaemic heart disease
2001-2003,Female,Monterey,642,1000,593476,168.499,108.176,4.26938,99.8084,116.544,109.213,100.912,118.039,4.31841,Ischaemic heart disease
2001-2003,Female,Butte,674,1503,317525,473.349,212.267,8.17621,196.242,228.292,138.356,127.87,149.697,5.45448,Ischaemic heart disease
2001-2003,Female,San Mateo,801,1075,1075490,99.9545,74.4777,2.63154,69.32,79.6355,60.593,56.4471,65.0091,2.15248,Stroke
2001-2003,Female,San Joaquin,669,1646,909152,181.048,73.5851,2.84496,68.009,79.1611,71.7922,66.4305,77.4943,2.78828,Stroke
2001-2003,Female,Lake,108,206,92157,223.532,117.191,11.2767,95.0893,139.293,75.571,61.9788,92.5036,7.27944,Stroke
2001-2003,Female,Placer,322,573,424892,134.858,75.784,4.22328,67.5065,84.0614,60.0993,53.6927,67.1669,3.36047,Stroke
2001-2003,Female,El Dorado,116,266,247280,107.57,46.9104,4.35552,38.3737,55.447,43.8969,36.2632,52.9186,4.08114,Stroke
2001-2003,Female,Stanislaus,444,1478,720264,205.203,61.6441,2.9255,55.9102,67.3779,60.9114,55.3521,66.9015,2.90392,Stroke
2001-2003,Female,San Francisco,967,1819,1154790,157.517,83.7379,2.69283,78.46,89.0157,59.5064,55.7576,63.5418,1.94351,Stroke
2001-2003,Female,Contra Costa,1030,2613,1506060,173.5,68.3906,2.13097,64.214,72.5672,59.93,56.3047,63.748,1.87824,Stroke
2001-2003,Female,Los Angeles,7537,23235,14764000,157.376,51.0498,0.588023,49.8973,52.2023,53.6175,52.4111,54.8455,0.618967,Stroke
2001-2003,Female,Yolo,163,396,274773,144.119,59.3217,4.64643,50.2149,68.4285,66.1476,56.3169,77.3051,5.21734,Stroke
2001-2003,Female,Sonoma,641,1005,711626,141.226,90.0754,3.55776,83.1023,97.0485,65.3233,60.2688,70.7584,2.63044,Stroke
2001-2003,Female,San Diego,2736,5747,4341320,132.379,63.0224,1.20486,60.6609,65.3839,58.642,56.4587,60.8922,1.12442,Stroke
2001-2003,Female,Santa Barbara,439,786,608744,129.118,72.1157,3.44189,65.3697,78.8617,54.8394,49.7589,60.3662,2.65476,Stroke
2001-2003,Female,Solano,394,1214,607309,199.898,64.8764,3.26842,58.4704,71.2824,70.2601,63.4864,77.5738,3.54313,Stroke
2001-2003,Female,San Luis Obispo,304,392,370411,105.828,82.071,4.70709,72.8453,91.2967,56.1877,49.9986,63.1632,3.24953,Stroke
2001-2003,Female,Sacramento,1454,4442,1982310,224.082,73.3487,1.92358,69.5785,77.1188,69.5727,66.0325,73.261,1.82962,Stroke
2001-2003,Female,Tulare,355,1329,572665,232.073,61.9909,3.29013,55.5423,68.4394,68.6042,61.6396,76.1602,3.64807,Stroke
2001-2003,Female,Orange,2500,4945,4407390,112.198,56.7229,1.13446,54.4994,58.9464,55.7128,53.5395,57.9558,1.11973,Stroke
2001-2003,Female,Santa Clara,1229,2988,2512500,118.926,48.9155,1.39531,46.1807,51.6502,51.5428,48.6968,54.5167,1.47252,Stroke
2001-2003,Female,Napa,220,212,192184,110.311,114.474,7.71781,99.347,129.6,69.4368,60.3761,79.8304,4.78409,Stroke
2001-2003,Female,Alameda,1470,4221,2242020,188.267,65.5658,1.71009,62.2141,68.9175,63.3359,60.1221,66.6876,1.66085,Stroke
2001-2003,Female,Riverside,1684,4195,2552500,164.348,65.9744,1.6077,62.8234,69.1255,65.4466,62.3456,68.6666,1.60119,Stroke
2001-2003,Female,Marin,304,388,375978,103.198,80.8558,4.6374,71.7667,89.9449,54.4378,48.3902,61.3607,3.17606,Stroke
2001-2003,Female,Shasta,236,724,259780,278.697,90.8461,5.91358,79.2557,102.436,64.2896,56.2644,73.444,4.23064,Stroke
2001-2003,Female,Nevada,171,218,143717,151.687,118.984,9.09892,101.15,136.817,75.337,64.4141,88.5555,5.79103,Stroke
2001-2003,Female,San Bernardino,1268,4188,2717890,154.09,46.6538,1.31017,44.086,49.2217,59.6629,56.4197,63.0454,1.67764,Stroke
2001-2003,Female,Humboldt,138,162,194371,83.3458,70.9982,6.04377,59.1527,82.8438,55.3306,46.405,65.8012,4.75439,Stroke
2001-2003,Female,Santa Cruz,234,347,384382,90.2748,60.8769,3.97965,53.077,68.6769,53.1446,46.4298,60.6717,3.54135,Stroke
2001-2003,Female,Kern,536,1536,1016740,151.071,52.7174,2.27705,48.2545,57.1803,62.7842,57.5794,68.3357,2.71263,Stroke
2001-2003,Female,Mendocino,123,211,131593,160.343,93.47,8.42791,76.9516,109.988,69.1603,57.3946,83.1339,6.28324,Stroke
2001-2003,Female,CALIFORNIA,31915,80496,52677200,152.81,60.586,0.339137,59.9213,61.2507,58.8418,58.1964,59.4929,0.330221,Stroke
2001-2003,Female,Ventura,643,1491,1173770,127.027,54.7809,2.16035,50.5467,59.0151,52.5417,48.5396,56.8039,2.08209,Stroke
2001-2003,Female,Butte,296,392,317525,123.455,93.221,5.41836,82.6012,103.841,58.9145,52.2755,66.4108,3.48815,Stroke
2001-2003,Female,Fresno,807,2004,1244390,161.043,64.851,2.28286,60.3767,69.3253,66.3909,61.8711,71.1686,2.34639,Stroke
2001-2003,Female,Madera,119,322,201628,159.7,59.0196,5.41032,48.4156,69.6236,67.8656,56.2131,81.2348,6.22567,Stroke
2001-2003,Female,Merced,206,519,334754,155.039,61.5377,4.28754,53.1343,69.9411,71.1619,61.7634,81.608,4.96468,Stroke
2001-2003,Female,Monterey,372,943,593476,158.894,62.6816,3.24989,56.3119,69.0512,63.2971,57.0156,70.1068,3.28817,Stroke
2001-2003,Female,Contra Costa,159,907,1506060,60.2236,10.5574,0.837255,8.91639,12.1984,9.66799,8.21381,11.3249,0.77216,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Alameda,242,1780,2242020,79.3926,10.7938,0.693853,9.4339,12.1538,10.705,9.39089,12.1618,0.692387,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,San Bernardino,169,1957,2717890,72.0044,6.21806,0.478312,5.28058,7.15553,7.58199,6.47588,8.82652,0.58658,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Los Angeles,1201,12925,14764000,87.5439,8.13464,0.234729,7.67458,8.5947,8.58784,8.10784,9.08972,0.248393,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Riverside,217,1391,2552500,54.4955,8.50146,0.577116,7.37033,9.63258,8.48416,7.38891,9.70076,0.578076,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Sacramento,145,1690,1982310,85.254,7.31469,0.607452,6.12411,8.50528,7.24858,6.114,8.53858,0.603514,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Orange,367,2202,4407390,49.9616,8.32693,0.434662,7.475,9.17885,8.27729,7.4481,9.17779,0.434171,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,San Mateo,122,602,1075490,55.9745,11.3437,1.02701,9.33078,13.3566,9.71205,8.05471,11.657,0.88521,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Kern,107,1124,1016740,110.549,10.5238,1.01738,8.52979,12.5178,12.2336,10.0217,14.7941,1.18493,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Santa Clara,148,1205,2512500,47.9603,5.89055,0.484201,4.94154,6.83957,6.24252,5.2754200000000004,7.34072,0.514192,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,CALIFORNIA,4588,37996,52677200,72.1299,8.70965,0.128585,8.45763,8.96167,8.64284,8.39391,8.89753,0.127927,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,San Diego,426,2266,4341320,52.1962,9.8127,0.475427,8.88088,10.7445,9.33931,8.47013,10.2772,0.454238,"Cardiomyopathy, myocarditis, endocarditis"
2001-2003,Female,Orange,447,307,4407390,6.96558,10.1421,0.479703,9.20186,11.0823,9.6719,8.79203,10.6212,0.45956,Congestive heart failure
